Outlet_Identifier,Item_Identifier,Item_Outlet_Sales
OUT018,FDU14,2181.2889135750365
OUT010,FDB33,2181.2889135750365
OUT046,FDP27,2181.2889135750365
OUT010,FDO38,2181.2889135750365
OUT027,FDE28,2181.2889135750365
OUT035,FDO27,2181.2889135750365
OUT027,DRL23,2181.2889135750365
OUT046,FDS28,2181.2889135750365
OUT013,FDX24,2181.2889135750365
OUT035,FDZ02,2181.2889135750365
OUT045,FDL46,2181.2889135750365
OUT027,FDS60,2181.2889135750365
OUT017,NCO06,2181.2889135750365
OUT035,FDO16,2181.2889135750365
OUT049,FDC60,2181.2889135750365
OUT018,FDA48,2181.2889135750365
OUT027,FDZ36,2181.2889135750365
OUT045,FDK27,2181.2889135750365
OUT018,FDW23,2181.2889135750365
OUT018,FDM14,2181.2889135750365
OUT013,FDM14,2181.2889135750365
OUT018,FDW60,2181.2889135750365
OUT013,FDE21,2181.2889135750365
OUT035,NCM42,2181.2889135750365
OUT010,FDY59,2181.2889135750365
OUT049,DRI49,2181.2889135750365
OUT019,FDT28,2181.2889135750365
OUT018,FDQ22,2181.2889135750365
OUT049,FDR60,2181.2889135750365
OUT019,FDC50,2181.2889135750365
OUT013,FDV24,2181.2889135750365
OUT010,DRF48,2181.2889135750365
OUT046,FDQ47,2181.2889135750365
OUT049,DRN36,2181.2889135750365
OUT035,NCY06,2181.2889135750365
OUT035,FDE52,2181.2889135750365
OUT045,NCB54,2181.2889135750365
OUT035,NCF31,2181.2889135750365
OUT027,FDJ08,2181.2889135750365
OUT017,NCC07,2181.2889135750365
OUT027,NCD19,2181.2889135750365
OUT049,FDL46,2181.2889135750365
OUT045,FDM20,2181.2889135750365
OUT010,NCI06,2181.2889135750365
OUT035,DRM11,2181.2889135750365
OUT018,NCH07,2181.2889135750365
OUT013,FDS23,2181.2889135750365
OUT018,FDO49,2181.2889135750365
OUT049,FDS35,2181.2889135750365
OUT045,DRK39,2181.2889135750365
OUT049,DRI39,2181.2889135750365
OUT017,FDV04,2181.2889135750365
OUT035,NCN14,2181.2889135750365
OUT013,FDH08,2181.2889135750365
OUT046,FDS20,2181.2889135750365
OUT049,FDV40,2181.2889135750365
OUT010,FDZ48,2181.2889135750365
OUT027,FDS24,2181.2889135750365
OUT049,FDK44,2181.2889135750365
OUT045,FDS48,2181.2889135750365
OUT010,FDK26,2181.2889135750365
OUT045,FDD23,2181.2889135750365
OUT017,NCH54,2181.2889135750365
OUT010,NCP14,2181.2889135750365
OUT010,FDM60,2181.2889135750365
OUT017,FDV24,2181.2889135750365
OUT018,FDH08,2181.2889135750365
OUT027,FDS12,2181.2889135750365
OUT027,FDR39,2181.2889135750365
OUT027,FDP12,2181.2889135750365
OUT027,DRF60,2181.2889135750365
OUT035,FDC09,2181.2889135750365
OUT018,FDF50,2181.2889135750365
OUT035,FDG28,2181.2889135750365
OUT017,NCE19,2181.2889135750365
OUT010,NCM53,2181.2889135750365
OUT049,NCN18,2181.2889135750365
OUT035,FDF32,2181.2889135750365
OUT013,FDF11,2181.2889135750365
OUT049,DRI59,2181.2889135750365
OUT035,NCG54,2181.2889135750365
OUT046,FDM44,2181.2889135750365
OUT018,FDT57,2181.2889135750365
OUT046,FDV24,2181.2889135750365
OUT019,FDI50,2181.2889135750365
OUT035,FDS09,2181.2889135750365
OUT027,NCC31,2181.2889135750365
OUT019,FDQ07,2181.2889135750365
OUT017,FDC22,2181.2889135750365
OUT046,FDZ56,2181.2889135750365
OUT019,FDZ40,2181.2889135750365
OUT027,FDS46,2181.2889135750365
OUT045,DRD24,2181.2889135750365
OUT017,FDV45,2181.2889135750365
OUT045,FDL26,2181.2889135750365
OUT018,FDA56,2181.2889135750365
OUT046,FDN27,2181.2889135750365
OUT049,FDM20,2181.2889135750365
OUT017,FDO16,2181.2889135750365
OUT035,FDL03,2181.2889135750365
OUT046,FDE58,2181.2889135750365
OUT027,FDI02,2181.2889135750365
OUT019,NCC55,2181.2889135750365
OUT018,FDR03,2181.2889135750365
OUT017,FDB14,2181.2889135750365
OUT013,FDR45,2181.2889135750365
OUT017,NCN07,2181.2889135750365
OUT019,FDM51,2181.2889135750365
OUT027,FDT52,2181.2889135750365
OUT046,FDL26,2181.2889135750365
OUT046,NCZ42,2181.2889135750365
OUT019,DRI47,2181.2889135750365
OUT013,FDW40,2181.2889135750365
OUT046,FDN34,2181.2889135750365
OUT035,FDS01,2181.2889135750365
OUT045,NCG55,2181.2889135750365
OUT035,FDC11,2181.2889135750365
OUT018,FDX35,2181.2889135750365
OUT046,NCB06,2181.2889135750365
OUT019,FDR09,2181.2889135750365
OUT017,FDC53,2181.2889135750365
OUT013,FDY45,2181.2889135750365
OUT010,FDA22,2181.2889135750365
OUT035,FDE02,2181.2889135750365
OUT045,FDW21,2181.2889135750365
OUT046,FDV34,2181.2889135750365
OUT049,FDS59,2181.2889135750365
OUT017,NCW17,2181.2889135750365
OUT046,NCK54,2181.2889135750365
OUT019,FDG17,2181.2889135750365
OUT017,FDG35,2181.2889135750365
OUT010,FDD08,2181.2889135750365
OUT017,NCO07,2181.2889135750365
OUT010,FDJ10,2181.2889135750365
OUT017,FDW36,2181.2889135750365
OUT010,FDW21,2181.2889135750365
OUT017,FDY19,2181.2889135750365
OUT013,DRE03,2181.2889135750365
OUT049,NCC55,2181.2889135750365
OUT010,FDH52,2181.2889135750365
OUT017,FDO09,2181.2889135750365
OUT045,FDU43,2181.2889135750365
OUT010,FDX09,2181.2889135750365
OUT019,FDH40,2181.2889135750365
OUT017,FDW58,2181.2889135750365
OUT017,FDC47,2181.2889135750365
OUT035,NCR41,2181.2889135750365
OUT035,DRG49,2181.2889135750365
OUT027,FDC52,2181.2889135750365
OUT046,FDY13,2181.2889135750365
OUT013,FDY35,2181.2889135750365
OUT017,FDI35,2181.2889135750365
OUT049,NCU18,2181.2889135750365
OUT018,FDY33,2181.2889135750365
OUT027,FDC15,2181.2889135750365
OUT049,FDU01,2181.2889135750365
OUT046,NCU42,2181.2889135750365
OUT018,NCV29,2181.2889135750365
OUT017,NCY30,2181.2889135750365
OUT049,FDQ46,2181.2889135750365
OUT027,FDG58,2181.2889135750365
OUT017,FDK33,2181.2889135750365
OUT045,NCD07,2181.2889135750365
OUT027,NCX29,2181.2889135750365
OUT013,NCT42,2181.2889135750365
OUT035,DRN59,2181.2889135750365
OUT035,FDI44,2181.2889135750365
OUT049,FDA45,2181.2889135750365
OUT045,FDP31,2181.2889135750365
OUT046,FDY01,2181.2889135750365
OUT018,FDT09,2181.2889135750365
OUT027,DRH03,2181.2889135750365
OUT018,FDA36,2181.2889135750365
OUT017,NCF31,2181.2889135750365
OUT049,FDG14,2181.2889135750365
OUT027,FDG28,2181.2889135750365
OUT049,FDU14,2181.2889135750365
OUT019,FDY47,2181.2889135750365
OUT049,FDI56,2181.2889135750365
OUT013,DRD01,2181.2889135750365
OUT046,FDM22,2181.2889135750365
OUT013,FDH33,2181.2889135750365
OUT013,DRZ24,2181.2889135750365
OUT046,NCQ38,2181.2889135750365
OUT027,FDO16,2181.2889135750365
OUT027,FDU07,2181.2889135750365
OUT013,NCB07,2181.2889135750365
OUT045,FDU48,2181.2889135750365
OUT045,NCM43,2181.2889135750365
OUT010,FDR31,2181.2889135750365
OUT018,DRK49,2181.2889135750365
OUT010,NCI30,2181.2889135750365
OUT017,DRD60,2181.2889135750365
OUT046,NCG19,2181.2889135750365
OUT035,FDH12,2181.2889135750365
OUT035,FDM32,2181.2889135750365
OUT035,FDM27,2181.2889135750365
OUT027,NCU53,2181.2889135750365
OUT046,NCQ18,2181.2889135750365
OUT013,FDS10,2181.2889135750365
OUT027,FDB33,2181.2889135750365
OUT013,FDI12,2181.2889135750365
OUT013,NCW42,2181.2889135750365
OUT018,NCC06,2181.2889135750365
OUT017,FDW02,2181.2889135750365
OUT017,NCD43,2181.2889135750365
OUT018,FDM57,2181.2889135750365
OUT017,FDA58,2181.2889135750365
OUT046,FDK56,2181.2889135750365
OUT045,FDP52,2181.2889135750365
OUT018,FDW20,2181.2889135750365
OUT049,FDS52,2181.2889135750365
OUT018,NCT29,2181.2889135750365
OUT013,NCL54,2181.2889135750365
OUT045,FDC05,2181.2889135750365
OUT035,FDF34,2181.2889135750365
OUT027,FDP03,2181.2889135750365
OUT010,FDD32,2181.2889135750365
OUT045,FDZ10,2181.2889135750365
OUT035,FDZ40,2181.2889135750365
OUT018,FDD51,2181.2889135750365
OUT019,NCY30,2181.2889135750365
OUT017,FDP58,2181.2889135750365
OUT017,FDV49,2181.2889135750365
OUT019,FDY24,2181.2889135750365
OUT017,NCO55,2181.2889135750365
OUT017,FDR13,2181.2889135750365
OUT017,FDS51,2181.2889135750365
OUT045,FDP26,2181.2889135750365
OUT027,NCB54,2181.2889135750365
OUT017,FDF32,2181.2889135750365
OUT018,FDN31,2181.2889135750365
OUT017,DRM48,2181.2889135750365
OUT049,FDN20,2181.2889135750365
OUT046,DRL01,2181.2889135750365
OUT049,FDV56,2181.2889135750365
OUT027,DRH13,2181.2889135750365
OUT017,FDA03,2181.2889135750365
OUT027,FDF47,2181.2889135750365
OUT046,FDX32,2181.2889135750365
OUT049,FDX57,2181.2889135750365
OUT045,NCA30,2181.2889135750365
OUT013,FDO49,2181.2889135750365
OUT019,FDL04,2181.2889135750365
OUT035,DRM48,2181.2889135750365
OUT013,FDR16,2181.2889135750365
OUT018,NCC19,2181.2889135750365
OUT045,NCE42,2181.2889135750365
OUT017,FDY24,2181.2889135750365
OUT049,FDH19,2181.2889135750365
OUT013,FDJ46,2181.2889135750365
OUT010,FDN45,2181.2889135750365
OUT035,FDY08,2181.2889135750365
OUT035,FDZ37,2181.2889135750365
OUT045,NCT30,2181.2889135750365
OUT018,DRY23,2181.2889135750365
OUT018,NCZ30,2181.2889135750365
OUT018,FDC44,2181.2889135750365
OUT035,FDB45,2181.2889135750365
OUT013,FDY04,2181.2889135750365
OUT046,FDM27,2181.2889135750365
OUT017,FDZ43,2181.2889135750365
OUT019,FDT39,2181.2889135750365
OUT019,NCC06,2181.2889135750365
OUT027,FDL15,2181.2889135750365
OUT017,FDL57,2181.2889135750365
OUT046,FDU08,2181.2889135750365
OUT017,FDK40,2181.2889135750365
OUT010,FDQ12,2181.2889135750365
OUT017,FDS48,2181.2889135750365
OUT045,FDP09,2181.2889135750365
OUT049,FDW21,2181.2889135750365
OUT035,FDY25,2181.2889135750365
OUT017,DRE13,2181.2889135750365
OUT019,FDV43,2181.2889135750365
OUT045,FDD22,2181.2889135750365
OUT019,FDM46,2181.2889135750365
OUT010,NCO30,2181.2889135750365
OUT046,FDM25,2181.2889135750365
OUT049,NCN41,2181.2889135750365
OUT045,FDU24,2181.2889135750365
OUT046,FDZ50,2181.2889135750365
OUT013,FDP45,2181.2889135750365
OUT045,NCM54,2181.2889135750365
OUT019,FDW10,2181.2889135750365
OUT017,FDP20,2181.2889135750365
OUT046,FDK32,2181.2889135750365
OUT049,FDN52,2181.2889135750365
OUT045,FDM58,2181.2889135750365
OUT027,FDZ46,2181.2889135750365
OUT018,NCA18,2181.2889135750365
OUT046,FDD35,2181.2889135750365
OUT035,NCK31,2181.2889135750365
OUT027,FDI40,2181.2889135750365
OUT019,FDT50,2181.2889135750365
OUT046,NCT06,2181.2889135750365
OUT035,FDT31,2181.2889135750365
OUT049,FDT45,2181.2889135750365
OUT045,FDT13,2181.2889135750365
OUT045,FDO50,2181.2889135750365
OUT010,NCU18,2181.2889135750365
OUT049,NCR54,2181.2889135750365
OUT018,NCO18,2181.2889135750365
OUT045,FDU09,2181.2889135750365
OUT018,FDT13,2181.2889135750365
OUT046,FDE09,2181.2889135750365
OUT019,NCK53,2181.2889135750365
OUT049,FDG45,2181.2889135750365
OUT035,DRH15,2181.2889135750365
OUT019,FDO21,2181.2889135750365
OUT027,FDD14,2181.2889135750365
OUT046,FDC09,2181.2889135750365
OUT027,FDH45,2181.2889135750365
OUT046,FDV32,2181.2889135750365
OUT035,FDG12,2181.2889135750365
OUT013,FDS32,2181.2889135750365
OUT018,NCL55,2181.2889135750365
OUT035,DRE01,2181.2889135750365
OUT049,DRE15,2181.2889135750365
OUT045,NCL42,2181.2889135750365
OUT013,FDP31,2181.2889135750365
OUT018,FDN33,2181.2889135750365
OUT046,FDZ59,2181.2889135750365
OUT010,FDE45,2181.2889135750365
OUT013,FDJ07,2181.2889135750365
OUT018,FDQ45,2181.2889135750365
OUT027,FDM33,2181.2889135750365
OUT010,FDO15,2181.2889135750365
OUT013,FDM46,2181.2889135750365
OUT045,FDR03,2181.2889135750365
OUT018,FDY49,2181.2889135750365
OUT045,FDQ60,2181.2889135750365
OUT049,FDW10,2181.2889135750365
OUT049,FDO51,2181.2889135750365
OUT018,FDJ40,2181.2889135750365
OUT018,FDS20,2181.2889135750365
OUT013,FDU45,2181.2889135750365
OUT035,FDV02,2181.2889135750365
OUT046,FDN09,2181.2889135750365
OUT027,NCM55,2181.2889135750365
OUT018,FDN23,2181.2889135750365
OUT010,FDY31,2181.2889135750365
OUT010,FDW03,2181.2889135750365
OUT046,FDD14,2181.2889135750365
OUT017,FDV23,2181.2889135750365
OUT045,DRI03,2181.2889135750365
OUT035,FDN13,2181.2889135750365
OUT027,FDF45,2181.2889135750365
OUT035,FDU46,2181.2889135750365
OUT049,FDB57,2181.2889135750365
OUT049,FDV12,2181.2889135750365
OUT013,FDQ58,2181.2889135750365
OUT017,NCA18,2181.2889135750365
OUT049,FDH52,2181.2889135750365
OUT018,FDM24,2181.2889135750365
OUT027,NCP43,2181.2889135750365
OUT019,NCO18,2181.2889135750365
OUT017,FDM32,2181.2889135750365
OUT017,NCL07,2181.2889135750365
OUT013,FDK03,2181.2889135750365
OUT017,FDP59,2181.2889135750365
OUT049,FDQ24,2181.2889135750365
OUT018,FDQ16,2181.2889135750365
OUT013,FDU44,2181.2889135750365
OUT010,FDH28,2181.2889135750365
OUT019,FDV28,2181.2889135750365
OUT045,FDM22,2181.2889135750365
OUT046,FDR56,2181.2889135750365
OUT049,FDV39,2181.2889135750365
OUT019,FDU37,2181.2889135750365
OUT010,FDQ11,2181.2889135750365
OUT045,FDX02,2181.2889135750365
OUT018,NCS42,2181.2889135750365
OUT027,FDY57,2181.2889135750365
OUT049,FDB21,2181.2889135750365
OUT017,FDE28,2181.2889135750365
OUT017,FDQ55,2181.2889135750365
OUT049,FDA48,2181.2889135750365
OUT045,FDZ19,2181.2889135750365
OUT045,NCC43,2181.2889135750365
OUT046,NCV18,2181.2889135750365
OUT018,NCA42,2181.2889135750365
OUT046,FDY45,2181.2889135750365
OUT045,NCC30,2181.2889135750365
OUT013,FDM57,2181.2889135750365
OUT010,FDL09,2181.2889135750365
OUT027,FDB09,2181.2889135750365
OUT035,FDT44,2181.2889135750365
OUT027,NCT06,2181.2889135750365
OUT049,FDX26,2181.2889135750365
OUT013,FDK32,2181.2889135750365
OUT046,DRA12,2181.2889135750365
OUT010,FDO46,2181.2889135750365
OUT013,FDE52,2181.2889135750365
OUT045,NCH42,2181.2889135750365
OUT035,FDV08,2181.2889135750365
OUT018,FDB47,2181.2889135750365
OUT010,FDC28,2181.2889135750365
OUT046,FDD22,2181.2889135750365
OUT027,FDS07,2181.2889135750365
OUT045,DRI13,2181.2889135750365
OUT018,FDG32,2181.2889135750365
OUT017,FDU14,2181.2889135750365
OUT019,FDD28,2181.2889135750365
OUT017,NCP41,2181.2889135750365
OUT049,FDS08,2181.2889135750365
OUT045,FDX47,2181.2889135750365
OUT019,FDC53,2181.2889135750365
OUT035,FDQ19,2181.2889135750365
OUT045,FDL14,2181.2889135750365
OUT019,FDM33,2181.2889135750365
OUT045,FDA51,2181.2889135750365
OUT018,FDZ27,2181.2889135750365
OUT046,FDT04,2181.2889135750365
OUT049,DRC13,2181.2889135750365
OUT027,FDR16,2181.2889135750365
OUT027,FDQ03,2181.2889135750365
OUT035,FDE38,2181.2889135750365
OUT027,DRH23,2181.2889135750365
OUT019,FDT11,2181.2889135750365
OUT035,FDD09,2181.2889135750365
OUT045,FDR40,2181.2889135750365
OUT017,FDX07,2181.2889135750365
OUT035,FDR07,2181.2889135750365
OUT017,FDA51,2181.2889135750365
OUT019,FDT59,2181.2889135750365
OUT017,FDF20,2181.2889135750365
OUT045,FDR13,2181.2889135750365
OUT049,FDY26,2181.2889135750365
OUT017,FDW04,2181.2889135750365
OUT017,FDK52,2181.2889135750365
OUT049,FDN60,2181.2889135750365
OUT019,FDM09,2181.2889135750365
OUT049,FDP46,2181.2889135750365
OUT019,FDB50,2181.2889135750365
OUT049,NCQ29,2181.2889135750365
OUT027,FDP16,2181.2889135750365
OUT018,FDX33,2181.2889135750365
OUT010,FDP07,2181.2889135750365
OUT046,FDN22,2181.2889135750365
OUT049,FDF39,2181.2889135750365
OUT017,FDS21,2181.2889135750365
OUT013,NCM42,2181.2889135750365
OUT019,FDK50,2181.2889135750365
OUT027,DRF13,2181.2889135750365
OUT018,FDH35,2181.2889135750365
OUT018,FDP60,2181.2889135750365
OUT027,DRJ49,2181.2889135750365
OUT019,NCT42,2181.2889135750365
OUT049,FDE38,2181.2889135750365
OUT049,FDI04,2181.2889135750365
OUT045,NCH54,2181.2889135750365
OUT049,FDT56,2181.2889135750365
OUT018,DRD15,2181.2889135750365
OUT013,FDV58,2181.2889135750365
OUT049,FDP21,2181.2889135750365
OUT013,FDH05,2181.2889135750365
OUT027,FDR10,2181.2889135750365
OUT045,NCP06,2181.2889135750365
OUT049,FDF33,2181.2889135750365
OUT013,DRK37,2181.2889135750365
OUT045,DRH49,2181.2889135750365
OUT013,FDT58,2181.2889135750365
OUT018,FDD41,2181.2889135750365
OUT018,FDP40,2181.2889135750365
OUT027,FDM51,2181.2889135750365
OUT010,FDO45,2181.2889135750365
OUT010,FDW33,2181.2889135750365
OUT045,FDY24,2181.2889135750365
OUT010,FDB10,2181.2889135750365
OUT035,FDM40,2181.2889135750365
OUT017,NCI06,2181.2889135750365
OUT019,FDW12,2181.2889135750365
OUT027,FDX48,2181.2889135750365
OUT027,NCW05,2181.2889135750365
OUT017,FDX27,2181.2889135750365
OUT045,DRM37,2181.2889135750365
OUT045,FDA38,2181.2889135750365
OUT046,FDR36,2181.2889135750365
OUT046,FDZ45,2181.2889135750365
OUT017,FDG05,2181.2889135750365
OUT013,FDK28,2181.2889135750365
OUT045,FDV47,2181.2889135750365
OUT045,FDN21,2181.2889135750365
OUT027,FDP20,2181.2889135750365
OUT045,FDI35,2181.2889135750365
OUT013,DRY23,2181.2889135750365
OUT017,FDA56,2181.2889135750365
OUT013,FDB09,2181.2889135750365
OUT027,NCO26,2181.2889135750365
OUT018,FDQ49,2181.2889135750365
OUT027,FDI52,2181.2889135750365
OUT027,FDZ44,2181.2889135750365
OUT018,FDZ09,2181.2889135750365
OUT049,FDY03,2181.2889135750365
OUT017,NCG42,2181.2889135750365
OUT027,DRI13,2181.2889135750365
OUT013,FDQ32,2181.2889135750365
OUT035,FDW16,2181.2889135750365
OUT046,FDU27,2181.2889135750365
OUT010,FDR28,2181.2889135750365
OUT010,FDQ49,2181.2889135750365
OUT046,FDS37,2181.2889135750365
OUT018,FDW26,2181.2889135750365
OUT018,FDX12,2181.2889135750365
OUT013,NCP06,2181.2889135750365
OUT010,FDW45,2181.2889135750365
OUT049,NCN30,2181.2889135750365
OUT049,FDN24,2181.2889135750365
OUT027,NCL41,2181.2889135750365
OUT019,FDR02,2181.2889135750365
OUT010,FDD09,2181.2889135750365
OUT010,FDS33,2181.2889135750365
OUT045,FDU22,2181.2889135750365
OUT013,FDI53,2181.2889135750365
OUT049,DRH01,2181.2889135750365
OUT013,FDX32,2181.2889135750365
OUT018,NCP30,2181.2889135750365
OUT045,FDB60,2181.2889135750365
OUT049,FDB14,2181.2889135750365
OUT035,NCP02,2181.2889135750365
OUT017,FDJ10,2181.2889135750365
OUT046,FDG34,2181.2889135750365
OUT017,NCB18,2181.2889135750365
OUT049,FDM16,2181.2889135750365
OUT018,FDW25,2181.2889135750365
OUT010,FDB35,2181.2889135750365
OUT013,DRN11,2181.2889135750365
OUT019,FDF41,2181.2889135750365
OUT045,FDH16,2181.2889135750365
OUT018,NCQ50,2181.2889135750365
OUT018,DRH23,2181.2889135750365
OUT013,DRJ37,2181.2889135750365
OUT027,DRJ24,2181.2889135750365
OUT035,FDY16,2181.2889135750365
OUT045,FDQ27,2181.2889135750365
OUT045,FDZ33,2181.2889135750365
OUT045,FDF29,2181.2889135750365
OUT049,FDA08,2181.2889135750365
OUT046,FDG31,2181.2889135750365
OUT019,FDE34,2181.2889135750365
OUT027,NCR30,2181.2889135750365
OUT035,FDV33,2181.2889135750365
OUT018,DRZ24,2181.2889135750365
OUT035,NCL54,2181.2889135750365
OUT049,FDR12,2181.2889135750365
OUT046,NCC54,2181.2889135750365
OUT013,DRN59,2181.2889135750365
OUT019,FDX50,2181.2889135750365
OUT027,FDV31,2181.2889135750365
OUT027,NCA29,2181.2889135750365
OUT049,FDW60,2181.2889135750365
OUT017,FDX08,2181.2889135750365
OUT013,DRD49,2181.2889135750365
OUT046,FDD33,2181.2889135750365
OUT013,FDW35,2181.2889135750365
OUT017,FDJ36,2181.2889135750365
OUT035,FDV51,2181.2889135750365
OUT046,FDW36,2181.2889135750365
OUT046,FDH35,2181.2889135750365
OUT027,NCS30,2181.2889135750365
OUT017,FDN49,2181.2889135750365
OUT018,FDL08,2181.2889135750365
OUT013,FDI09,2181.2889135750365
OUT018,FDP19,2181.2889135750365
OUT010,FDU21,2181.2889135750365
OUT045,NCP41,2181.2889135750365
OUT013,FDY10,2181.2889135750365
OUT018,FDP12,2181.2889135750365
OUT049,NCN26,2181.2889135750365
OUT013,FDK44,2181.2889135750365
OUT049,FDC28,2181.2889135750365
OUT027,FDJ41,2181.2889135750365
OUT035,NCT29,2181.2889135750365
OUT019,NCH42,2181.2889135750365
OUT018,FDU60,2181.2889135750365
OUT045,FDS02,2181.2889135750365
OUT046,FDC51,2181.2889135750365
OUT013,FDU03,2181.2889135750365
OUT045,FDX39,2181.2889135750365
OUT010,NCY05,2181.2889135750365
OUT027,NCL06,2181.2889135750365
OUT035,FDD32,2181.2889135750365
OUT045,NCN41,2181.2889135750365
OUT049,NCX53,2181.2889135750365
OUT019,FDU57,2181.2889135750365
OUT046,FDQ23,2181.2889135750365
OUT045,FDQ52,2181.2889135750365
OUT045,FDC14,2181.2889135750365
OUT035,FDY09,2181.2889135750365
OUT045,FDQ28,2181.2889135750365
OUT046,FDV25,2181.2889135750365
OUT035,FDJ07,2181.2889135750365
OUT049,DRB25,2181.2889135750365
OUT019,FDK52,2181.2889135750365
OUT027,FDY52,2181.2889135750365
OUT046,FDB28,2181.2889135750365
OUT035,FDT36,2181.2889135750365
OUT017,FDV25,2181.2889135750365
OUT027,NCN07,2181.2889135750365
OUT017,FDC57,2181.2889135750365
OUT018,FDQ03,2181.2889135750365
OUT017,FDU23,2181.2889135750365
OUT035,NCX41,2181.2889135750365
OUT035,NCD06,2181.2889135750365
OUT045,FDW08,2181.2889135750365
OUT017,NCU29,2181.2889135750365
OUT013,NCE06,2181.2889135750365
OUT010,FDV52,2181.2889135750365
OUT017,FDB02,2181.2889135750365
OUT045,NCR18,2181.2889135750365
OUT049,FDK16,2181.2889135750365
OUT010,NCQ29,2181.2889135750365
OUT019,FDZ01,2181.2889135750365
OUT035,FDW27,2181.2889135750365
OUT018,FDD17,2181.2889135750365
OUT013,FDW39,2181.2889135750365
OUT045,DRH59,2181.2889135750365
OUT013,FDS52,2181.2889135750365
OUT027,FDU40,2181.2889135750365
